title	genres	release_date	vote_average	runtime	original_language
La Tête d'un Homme	" 80, 'Crime',  9648, 'Mystery',  53, 'Thriller'"	2181933	5	90	fr
Diabolically Yours	" 9648, 'Mystery',  80, 'Crime',  18, 'Drama',  53, 'Thriller'"	12221967	7.1	93	fr
Chair de poule	" 80, 'Crime',  18, 'Drama'"	11131963	6.1	107	fr
The Burning Court	" 27, 'Horror',  18, 'Drama',  9648, 'Mystery'"	3201962	6	110	en
Boulevard	 " 'Null 	11301960	6	0	fr
Marie-Octobre	" 9648, 'Mystery',  18, 'Drama'"	4241959	6.1	95	fr
Lovers of Paris	" 18, 'Drama'"	10181957	0	115	fr
Deadlier Than the Male	" 18, 'Drama',  53, 'Thriller'"	4131956	6.6	113	fr
Marianne of My Youth	" 18, 'Drama'"	3181955	0	0	fr
Holiday for Henrietta	" 35, 'Comedy'"	12171952	0	118	fr
Under the Paris Sky	" 18, 'Drama'"	3281951	0	114	fr
Panic	" 18, 'Drama'"	1151947	5	91	en
Destiny	" 80, 'Crime'"	12221944	3.2	65	en
Flesh and Fantasy	" 18, 'Drama',  14, 'Fantasy',  10749, 'Romance'"	10291943	5.8	93	en
The Phantom Carriage	 " 'Null 	971939	0	0	fr
La Fin du Jour	" 35, 'Comedy',  18, 'Drama'"	3241939	6	99	fr
The Golem	 " 'Null 	2131936	6	96	en
Maria Chapdelaine	" 10749, 'Romance',  18, 'Drama'"	12141934	0	0	fr
Au bonheur des dames	" 35, 'Comedy',  18, 'Drama'"	731930	4	85	fr
Poil de Carotte	" 18, 'Drama'"	1131932	7.5	108	fr
Le mystère de la tour Eiffel	 " 'Null 	161928	0	0	en
A Man Called Ove	" 35, 'Comedy',  18, 'Drama'"	12252015	7.5	116	sv
Hiawatha	" 18, 'Drama',  10749, 'Romance',  37, 'Western'"	12281952	0	80	en
Tarzan and the Leopard Woman	" 28, 'Action',  12, 'Adventure',  10749, 'Romance'"	111946	5.7	72	en
The Forest	" 18, 'Drama'"	912009	0	76	pl
A Gentle Spirit	" 16, 'Animation'"	111987	7.7	12	en
The Image	" 18, 'Drama'"	9101975	6.6	89	en
El Cortez	" 18, 'Drama',  53, 'Thriller'"	1052006	5.6	94	en
Decoding Deepak	" 99, 'Documentary'"	3112012	0	83	en
Blind Date	" 35, 'Comedy'"	562015	6.3	90	fr
Graveyard Shift	" 27, 'Horror'"	6121987	7	89	en
Witchcraft	" 27, 'Horror'"	521989	4.8	95	en
Witchcraft II: The Temptress	" 27, 'Horror'"	5201990	4.3	88	de
Mandroid	" 878, 'Science Fiction',  27, 'Horror',  28, 'Action'"	8181993	4.6	81	de
Prehysteria!	" 10751, 'Family',  18, 'Drama',  14, 'Fantasy',  35, 'Comedy',  878, 'Science Fiction'"	6301993	3.7	84	es
Deathstalker and the Warriors from Hell	" 28, 'Action',  12, 'Adventure',  14, 'Fantasy'"	111988	2.1	86	en
Deathstalker IV: Match of Titans	" 28, 'Action',  12, 'Adventure',  14, 'Fantasy'"	7131991	1.7	75	en
Dream a Little Dream 2	" 35, 'Comedy',  878, 'Science Fiction'"	111995	6	91	en
Chico - Artista Brasileiro	" 99, 'Documentary'"	11262015	8	115	pt
The Seventh Company Outdoors	" 35, 'Comedy'"	1271977	6.5	75	fr
Kindar the Invulnerable	" 28, 'Action',  12, 'Adventure'"	351965	0	96	en
The Lovers and the Despot	" 99, 'Documentary'"	9232016	7	100	en
Michael Jackson's Journey from Motown to Off the Wall	" 10402, 'Music',  99, 'Documentary'"	262016	7.2	110	en
Wiener-Dog	" 35, 'Comedy'"	6242016	5.6	88	en
Norm of the North	" 12, 'Adventure',  16, 'Animation',  35, 'Comedy',  10751, 'Family'"	1142016	4.1	86	en
Ride Along 2	" 28, 'Action',  35, 'Comedy'"	1142016	6.1	102	en
Maggie's Plan	" 18, 'Drama',  35, 'Comedy',  10749, 'Romance'"	4272016	5.7	98	en
Notias	" 35, 'Comedy',  18, 'Drama'"	1142016	6.7	99	el
Toss-Up	" 18, 'Drama'"	9242004	6.7	102	tr
According to Pereira	 " 'Null 	111996	6.4	104	es
Silvio Forever	 " 'Null 	3252011	6.5		it
The Raspberry Reich	" 18, 'Drama',  28, 'Action',  35, 'Comedy',  53, 'Thriller'"	1172004	6.1	90	en
Batman: Bad Blood	" 28, 'Action',  16, 'Animation',  878, 'Science Fiction'"	3222016	6.8	72	en
15: The Movie	" 35, 'Comedy',  80, 'Crime',  18, 'Drama',  10769, 'Foreign'"	4272003	4.9	93	en
To Singapore with Love	" 99, 'Documentary'"	7102013	7	70	en
Cleopatra Wong	" 18, 'Drama',  28, 'Action'"	11101978	6	110	en
Under Electric Clouds	" 18, 'Drama',  878, 'Science Fiction'"	2102015	7.5	137	ru
The Bible	" 18, 'Drama'"	332013	5.9	440	en
Hollywood on Trial	 " 'Null 	1111976	0	105	en
I'm a Stranger Here Myself	" 99, 'Documentary'"	1171975	7	60	en
Weasels Rip My Flesh	" 27, 'Horror',  878, 'Science Fiction'"	111979	4	67	en
Twisted Seduction	" 35, 'Comedy',  53, 'Thriller',  10749, 'Romance'"	112010	0	85	en
Spanish Lake	" 99, 'Documentary'"	6132014	5.5	82	en
Being Ginger	" 99, 'Documentary'"	8252013	5.3	69	en
Slow Burn	" 12, 'Adventure',  53, 'Thriller'"	9122000	3.4	97	en
Keep Surfing	" 99, 'Documentary'"	6252009	3.8	0	de
Plastic Planet	" 99, 'Documentary',  10769, 'Foreign'"	9152009	6.6	95	en
The Conquest of Mycenae	" 18, 'Drama',  12, 'Adventure'"	4221963	3.5	102	fr
The Lion of Thebes	" 18, 'Drama',  28, 'Action',  12, 'Adventure'"	6271964	10	89	en
Blood for a Silver Dollar	" 37, 'Western',  28, 'Action',  10749, 'Romance'"	881965	4.8	99	it
Wood Job!	" 10769, 'Foreign',  18, 'Drama',  35, 'Comedy'"	5102014	7.6	116	ja
Secret Agent Super Dragon	" 28, 'Action',  12, 'Adventure'"	2171966	1.5	100	en
For a Few Extra Dollars	" 37, 'Western',  10752, 'War'"	1071966	6.4	105	it
Wanted	" 18, 'Drama',  37, 'Western',  10749, 'Romance',  28, 'Action'"	3221967	7.5	104	en
Hermanoteu In the Land of Godah	" 35, 'Comedy'"	11262009	7.9	112	pt
Mill of the Stone Women	" 27, 'Horror',  878, 'Science Fiction'"	8301960	5.7	90	fr
BaadAsssss Cinema	" 28, 'Action',  99, 'Documentary'"	112002	6.5	58	en
Sisters in Law	" 99, 'Documentary'"	932005	7.3	104	en
One Way or Another	" 99, 'Documentary',  18, 'Drama'"	421978	5	78	es
"One Sings, the Other Doesn't"	" 18, 'Drama'"	391977	6.5	120	fr
My Boyfriend an Angel	" 35, 'Comedy',  10749, 'Romance',  14, 'Fantasy'"	12202011	5.8	97	ru
Yardbird	 " 'Null 	5162012	6.8	13	en
Eddie the Eagle	" 35, 'Comedy',  18, 'Drama',  36, 'History'"	2262016	7.2	106	en
Airlift	" 53, 'Thriller',  28, 'Action',  18, 'Drama',  36, 'History'"	1222016	7.3	126	hi
Fitoor	" 10749, 'Romance',  18, 'Drama'"	2122016	5.9	131	hi
If You Want to Live... Shoot!	" 37, 'Western'"	171968	0	94	it
No Graves on Boot Hill	" 37, 'Western'"	11231968	0	97	it
No Room To Die	" 37, 'Western'"	111969	5.3	97	it
Kill Django...Kill First	" 37, 'Western'"	251971	0	86	it
Terrible Day of the Big Gundown	" 37, 'Western'"	6261971	0	94	it
The Flash 2 - Revenge of the Trickster	" 28, 'Action',  14, 'Fantasy',  878, 'Science Fiction'"	9181991	6.6	88	en
Dracula's Dog	" 27, 'Horror'"	611978	4.7	90	en
Heavenly Judgement	 " 'Null 	5312012	6.3	0	ru
The Lighthouse	" 18, 'Drama',  10769, 'Foreign'"	4161998	4	109	en
Sammy and Me	" 18, 'Drama',  35, 'Comedy',  10749, 'Romance',  10769, 'Foreign'"	7112002	6	85	es
The Education of Fairies	" 18, 'Drama'"	6232006	6.8	103	es
Lovely Loneliness	 " 'Null 	352009	4.5	82	es
The Dancer and the Thief	" 18, 'Drama',  10769, 'Foreign'"	11272009	5.5	127	es
En fuera de juego	 " 'Null 	612012	4.3	106	en
Violet	 " 'Null 	222014	7.5	0	es
Chicken Ranch	" 99, 'Documentary'"	111983	6	74	en
Exposed	" 18, 'Drama',  80, 'Crime',  53, 'Thriller'"	1222016	4.5	102	en
Bloody Reunion	" 9648, 'Mystery',  27, 'Horror',  53, 'Thriller'"	832006	6	93	ko
Carpet Racers	" 99, 'Documentary'"	112009	0	0	en
Terminus	" 878, 'Science Fiction',  53, 'Thriller',  14, 'Fantasy'"	1302015	5	94	en
Red Wing	" 18, 'Drama'"	1042013	5.5	108	en
Kick-heart	" 16, 'Animation',  35, 'Comedy',  10749, 'Romance'"	512013	5.6	10	ja
My King	" 18, 'Drama',  10749, 'Romance'"	10212015	7.1	130	fr
Fluke	" 35, 'Comedy'"	10232008	0	0	hu
The Homestretch	" 99, 'Documentary'"	6192014	0	90	en
The Perfect 46	" 878, 'Science Fiction',  18, 'Drama'"	10282014	0	97	en
Fires on the Plain	" 18, 'Drama',  36, 'History'"	8302014	5	87	ja
Satanik	" 27, 'Horror',  878, 'Science Fiction'"	111968	5.5	80	en
Parviz	 " 'Null 	9232012	9	0	en
The Amateur	 " 'Null 	4221999	0	94	es
Daawat-e-Ishq	" 18, 'Drama',  10749, 'Romance',  35, 'Comedy'"	952014	6.8	123	hi
Five Star	" 18, 'Drama'"	4172014	5.3	88	en
A Man Called Hero	" 18, 'Drama',  28, 'Action',  12, 'Adventure'"	7171999	5	116	cn
Stonewall	" 18, 'Drama'"	9182015	5.2	129	en
Frankenstein	" 27, 'Horror',  53, 'Thriller'"	10302015	5.9	89	en
Monk Comes Down the Mountain	" 28, 'Action',  35, 'Comedy'"	732015	5.5	113	zh
Fatima	" 18, 'Drama'"	1072015	5.6	79	fr
Blind Woman's Curse	" 10769, 'Foreign',  80, 'Crime',  27, 'Horror',  18, 'Drama',  28, 'Action'"	6201970	6.9	85	ja
The War in Space	" 12, 'Adventure',  878, 'Science Fiction',  28, 'Action'"	12171977	7	91	ja
The Old Fairy Tale: When the Sun Was God	" 18, 'Drama',  14, 'Fantasy'"	9192003	5.5	107	pl
Bloodsuckers	" 53, 'Thriller',  27, 'Horror'"	111991	0	100	ru
What a Mess!	" 35, 'Comedy'"	661995	6	143	ru
When I'm Sixty-four	" 18, 'Drama',  10770, 'TV Movie'"	842004	4.5	90	en
ABCD (Any Body Can Dance)	" 18, 'Drama',  10402, 'Music'"	272013	5.6	160	hi
Il terrorista	 " 'Null 	10251963	0	0	it
The Face Reader	" 18, 'Drama',  36, 'History'"	9112013	6.3	140	ko
Liquidation	 " 'Null 	1102007	7.3	644	en
The Staircase II: The Last Chance	" 99, 'Documentary'"	11152012	7.8	130	en
Bloodworth	" 18, 'Drama',  10749, 'Romance'"	262010	5.5	105	en
The Wannabe	" 53, 'Thriller',  9648, 'Mystery',  80, 'Crime',  18, 'Drama'"	1242015	4.8	90	en
Martyrs	" 18, 'Drama',  27, 'Horror',  53, 'Thriller'"	1222016	4.7	86	en
Big Stone Gap	" 10749, 'Romance',  35, 'Comedy'"	1092014	4.8	93	en
Racing Extinction	" 12, 'Adventure',  99, 'Documentary'"	1242015	7.8	90	en
Capital C	" 99, 'Documentary'"	9242015	6	87	en
I Give My First Love to You	" 18, 'Drama',  35, 'Comedy',  10749, 'Romance'"	10242009	6.8	122	ja
One & Two	" 53, 'Thriller',  18, 'Drama',  14, 'Fantasy'"	812015	5	90	en
Lo and Behold: Reveries of the Connected World	" 99, 'Documentary'"	342016	6.5	98	en
Kill Kane	" 53, 'Thriller',  80, 'Crime'"	312016	3.8	74	en
Addicted to Sexting	" 99, 'Documentary'"	11172015	4.7	80	en
Field of Lost Shoes	" 18, 'Drama',  36, 'History',  10752, 'War',  28, 'Action'"	3302015	5.8	96	en
Hello Stranger	" 18, 'Drama',  10749, 'Romance',  35, 'Comedy'"	8192010	6.7	0	th
Strangers	" 18, 'Drama',  10749, 'Romance',  53, 'Thriller'"	662007	0	80	he
Looking for Grace	" 18, 'Drama'"	1262016	10	100	en
Adhurs	" 28, 'Action',  35, 'Comedy',  18, 'Drama'"	1132010	6.2	150	te
Methadonia	" 99, 'Documentary'"	1062005	3.3	87	en
All Mistakes Buried	" 18, 'Drama',  53, 'Thriller'"	5142015	4.7	84	en
World Without End	" 18, 'Drama',  36, 'History',  10749, 'Romance'"	112012	6.6	389	en
The Mine	" 18, 'Drama'"	1222016	7.1	97	fi
La Sapienza	" 18, 'Drama'"	812014	6.7	100	fr
Seeds of Yesterday	" 10770, 'TV Movie',  18, 'Drama'"	4122015	6.5	0	en
Soulmate	" 27, 'Horror',  9648, 'Mystery'"	10182013	5.1	104	en
The Boy	" 27, 'Horror',  9648, 'Mystery',  53, 'Thriller'"	1222016	5.8	97	en
90 Minutes in Heaven	" 18, 'Drama'"	9112015	5.4	121	en
Vampire Hookers	" 35, 'Comedy',  27, 'Horror',  10769, 'Foreign'"	711978	4.8	88	en
Jeruzalem	" 27, 'Horror'"	1222016	4.4	87	en
Horse Money	" 18, 'Drama'"	8132014	7.8	104	pt
Blood in the Face	" 99, 'Documentary'"	2271991	5	78	en
The Carboard Bernini	" 99, 'Documentary'"	10122012	0	80	en
Welcome to Happiness	" 14, 'Fantasy',  35, 'Comedy',  18, 'Drama'"	4272015	4.5	108	en
Hundra	" 12, 'Adventure',  14, 'Fantasy',  28, 'Action',  878, 'Science Fiction',  10769, 'Foreign'"	111983	5.8	109	en
iMurders	" 18, 'Drama',  27, 'Horror',  9648, 'Mystery',  53, 'Thriller'"	892008	2.9	98	en
Medeas	 " 'Null 	912013	6.7	98	en
Autoerotic	" 18, 'Drama',  10749, 'Romance'"	7222011	4.3	72	en
"Semen, a Love Sample"	" 35, 'Comedy',  10749, 'Romance',  10769, 'Foreign'"	112005	4	89	es
Romance on the Run	" 35, 'Comedy',  9648, 'Mystery'"	5111938	0	0	en
Genetic Me	 " 'Null 	1162014	0	0	en
The Chosen	" 27, 'Horror',  53, 'Thriller'"	7232015	4.6	88	en
Ride or Die	" 28, 'Action',  35, 'Comedy',  53, 'Thriller',  80, 'Crime',  10402, 'Music',  10749, 'Romance'"	1142003	4.2	84	en
Lazer Team	" 28, 'Action',  35, 'Comedy',  878, 'Science Fiction'"	1272016	5.7	102	en
Last Hippie Standing	 " 'Null 	3312002	5.5	45	en
The 30 Foot Bride of Candy Rock	" 35, 'Comedy'"	861959	7	75	en
Blood Brother	" 99, 'Documentary'"	1202013	6.6	92	en
China Cry: A True Story	" 18, 'Drama'"	1121990	5.7	101	en
Alone Yet Not Alone	" 36, 'History'"	912013	7.3	103	en
Risen	" 28, 'Action'"	2192016	5.7	107	en
Obsession: Radical Islam's War Against the West	" 99, 'Documentary'"	10212005	5.1	77	en
Hollywood High	" 35, 'Comedy'"	1211976	3	81	en
Holy Hell	" 99, 'Documentary'"	1252016	7.1	100	en
The Survivalist	" 18, 'Drama',  878, 'Science Fiction',  53, 'Thriller'"	4152015	6.2	104	en
Grand Slam	" 53, 'Thriller',  10769, 'Foreign'"	9281967	6.5	121	it
Bloodmoney	 " 'Null 	5142010	0	0	en
The Butterfly Circus	" 18, 'Drama'"	112009	7.7	20	it
The Eagle Huntress	" 10751, 'Family',  99, 'Documentary',  12, 'Adventure'"	1122016	7.3	87	en
Zero	" 18, 'Drama',  878, 'Science Fiction'"	932015	5.3	0	en
The 2000 Year Old Man	 " 'Null 	1111975	8.3	24	en
The White Knights	" 18, 'Drama'"	1202016	5.8	112	fr
Long Way North	" 12, 'Adventure',  16, 'Animation'"	12102015	7.7	80	da
Praying with Anger	" 35, 'Comedy',  18, 'Drama'"	111992	6.3	101	en
Exit Elena	 " 'Null 	6242012	5.7	72	en
Symphonie diagonale	" 16, 'Animation'"	1141924	5.3	5	de
Gideon's Trumpet	" 18, 'Drama',  80, 'Crime',  36, 'History'"	4301980	5.8	104	en
The Piano Lesson	" 18, 'Drama'"	251995	0	95	en
Ruby Bridges	" 18, 'Drama',  10751, 'Family'"	1181998	5.5	96	en
April and the Extraordinary World	" 53, 'Thriller',  12, 'Adventure',  16, 'Animation',  35, 'Comedy',  14, 'Fantasy',  878, 'Science Fiction'"	1142015	6.7	103	fr
Trevor Noah: You Laugh But It's True	" 99, 'Documentary',  35, 'Comedy'"	10222011	7.9	84	en
The Other Side of the Door	" 53, 'Thriller',  27, 'Horror'"	2252016	5.2	96	en
Saturday's Hero	" 18, 'Drama'"	311951	0	111	en
Dirty Grandpa	" 35, 'Comedy'"	1212016	5.7	102	en
Black Girl	" 18, 'Drama'"	1191972	0	97	en
Toni Braxton: Unbreak My Heart	" 18, 'Drama',  10402, 'Music'"	1232016	5.1	85	en
Reptilicus	" 27, 'Horror',  878, 'Science Fiction'"	2201961	3.8	92	da
Revenge of the Stepford Wives	" 27, 'Horror',  53, 'Thriller',  10770, 'TV Movie',  878, 'Science Fiction'"	10121980	5	96	en
The Wonders	" 9648, 'Mystery'"	652013	5.6	112	he
Orleans	" 18, 'Drama',  35, 'Comedy',  53, 'Thriller'"	9172015	6	106	ru
Requiem for the American Dream	" 99, 'Documentary'"	4182015	7.7	73	en
Holy Lola	" 18, 'Drama'"	10162004	5.1	130	en
Death Note Relight 2: L's Successors	" 10770, 'TV Movie',  53, 'Thriller',  16, 'Animation',  80, 'Crime',  18, 'Drama',  14, 'Fantasy'"	1072009	7.2	130	ja
Monella	" 35, 'Comedy',  10749, 'Romance'"	1211998	4.3	105	it
Three from Prostokvashino	" 16, 'Animation'"	661978	5.6	17	ru
Matterhorn	" 18, 'Drama',  35, 'Comedy'"	1242013	6.4	87	en
God Willing	" 35, 'Comedy'"	492015	6.5	87	it
Ever Been to the Moon?	" 35, 'Comedy',  10749, 'Romance'"	1222015	5.3	90	it
The Finest Hours	" 28, 'Action',  18, 'Drama',  36, 'History',  53, 'Thriller'"	1252016	6.3	114	en
Ghost in the Shell: Stand Alone Complex - Solid State Society	" 16, 'Animation',  28, 'Action',  53, 'Thriller',  80, 'Crime',  878, 'Science Fiction'"	2232007	7.8	105	ja
Inside The Dark Web	" 99, 'Documentary'"	932014	8	50	en
Mythos Wald	" 99, 'Documentary'"	1272011	5.3	0	fr
Black Box BRD	" 99, 'Documentary'"	5242001	5	102	de
#Horror	" 18, 'Drama',  9648, 'Mystery',  27, 'Horror',  53, 'Thriller'"	11202015	3.4	90	de
A Gift Wrapped Christmas	" 10770, 'TV Movie',  18, 'Drama',  10751, 'Family'"	11282015	6.1	90	en
My Last Year With The Nuns	 " 'Null 	5212014	0	75	en
White Rage	" 18, 'Drama',  99, 'Documentary'"	11272015	6	73	en
Absolution	" 53, 'Thriller',  18, 'Drama'"	2272015	6.8	93	fi
Getting Straight	" 35, 'Comedy',  18, 'Drama'"	5131970	6.3	124	en
The Captain from Köpenick	" 35, 'Comedy',  18, 'Drama'"	8151956	6.9	93	de
X: Past Is Present	" 9648, 'Mystery'"	11202015	8.5	105	hi
Mafalda - La Pelicula	" 14, 'Fantasy',  16, 'Animation',  35, 'Comedy',  10751, 'Family'"	111981	5	93	es
B.B. King: The Life of Riley	" 99, 'Documentary',  10402, 'Music'"	10152012	7.5	123	en
The Ogre of Athens	" 18, 'Drama',  53, 'Thriller'"	351956	7.2	103	el
Joy	 " 'Null 	482010	5.9	0	en
Caught	" 53, 'Thriller'"	6122015	4.6	82	en
There's No Tomorrow	" 18, 'Drama'"	3221940	6	82	fr
Charley-One-Eye	" 37, 'Western'"	4181973	2.8	96	en
Hart to Hart: Till Death Do Us Hart	" 18, 'Drama',  80, 'Crime',  9648, 'Mystery'"	8251996	6.7	90	en
Molly Moon and the Incredible Book of Hypnotism	" 14, 'Fantasy'"	4112015	4.1	98	en
Night Watch	" 18, 'Drama'"	4152005	6.7	81	es
Pioneer Woman	" 37, 'Western'"	12181973	6	74	de
Road 47	" 18, 'Drama',  10752, 'War'"	812014	6.4	107	pt
Arrowhead	" 28, 'Action',  12, 'Adventure',  9648, 'Mystery',  878, 'Science Fiction'"	692016	4.6	95	en
Amazons	" 12, 'Adventure',  14, 'Fantasy',  28, 'Action',  878, 'Science Fiction',  10769, 'Foreign'"	10261986	5.7	87	en
Le Mac	" 35, 'Comedy'"	2162010	5.5	90	fr
Pit №8	" 99, 'Documentary'"	11302010	9	95	et
Unforgotten Shadows	" 12, 'Adventure',  35, 'Comedy',  9648, 'Mystery'"	11142013	5	95	uk
Lucky Trouble	" 10749, 'Romance',  35, 'Comedy'"	1122011	5.6	90	ru
The Best Movie 2	" 35, 'Comedy'"	1222009	3	82	en
The Guide	" 36, 'History',  18, 'Drama'"	11122014	8.6	120	en
Hell	" 14, 'Fantasy',  27, 'Horror'"	112005	3.5	89	th
Transylvanian Garlic	" 10751, 'Family',  12, 'Adventure',  35, 'Comedy'"	6272014	2.5	90	en
Creature from the Hillbilly Lagoon	" 27, 'Horror'"	112005	0	90	en
My All American	" 18, 'Drama'"	11132015	6.8	118	en
La mies es mucha	" 18, 'Drama'"	111948	0	142	en
$50K and a Call Girl: A Love Story	" 18, 'Drama'"	1102014	6.3	90	en
The Birth of a Nation	" 18, 'Drama'"	992016	6.4	120	en
Deep Powder	" 53, 'Thriller',  18, 'Drama'"	4192013	5	91	en
An Inspector Calls	" 80, 'Crime',  18, 'Drama',  9648, 'Mystery',  10749, 'Romance'"	3161954	6.4	80	en
A Touch of Larceny	" 35, 'Comedy'"	12111959	6.2	93	en
Holding the Man	" 18, 'Drama'"	8272015	7.8	128	en
Blood	" 18, 'Drama',  9648, 'Mystery'"	1271989	7.6	95	pt
Veljet	" 99, 'Documentary'"	12131991	0	100	en
Amerikana	 " 'Null 	5152001	5	95	en
The Manchu Eagle Murder Caper Mystery	" 35, 'Comedy',  9648, 'Mystery'"	371975	7	0	en
Hardly a Butterfly	" 18, 'Drama'"	151998	7	85	fi
Ajnabee	" 53, 'Thriller'"	9212001	5.3	165	hi
Jodi No.1	" 18, 'Drama',  35, 'Comedy',  10749, 'Romance',  10769, 'Foreign'"	4132001	4.3	140	hi
Pyaar Tune Kya Kiya	 " 'Null 	112001	6.5	0	hi
Style	" 10769, 'Foreign',  53, 'Thriller'"	12282001	5	159	hi
Love Ke Liye Kuch Bhi Karega	" 35, 'Comedy'"	6212001	6	0	hi
Mujhe Kucch Kehna Hai	" 10749, 'Romance'"	5252001	4	137	hi
Albela	 " 'Null 	4192001	1	156	en
Yaadein	" 18, 'Drama',  10769, 'Foreign'"	112001	4.9	193	en
Indian	" 18, 'Drama',  10769, 'Foreign',  28, 'Action',  80, 'Crime'"	10262001	5	178	hi
Tum Bin	" 10749, 'Romance',  18, 'Drama'"	7132001	7.1	158	hi
Aashiq	 " 'Null 	112001	10	0	en
Yeh Raaste Hain Pyaar Ke	 " 'Null 	8102001	3	0	en
Aamdani Atthanni Kharcha Rupaiya	" 10769, 'Foreign',  35, 'Comedy',  18, 'Drama'"	12212001	4.9	141	en
The Thorn	" 35, 'Comedy'"	111971	0	93	en
Rugged Gold	" 18, 'Drama',  10751, 'Family',  12, 'Adventure'"	12101994	4	120	en
Polycarp	" 36, 'History',  18, 'Drama'"	6242015	5.5	94	en
Titli	" 18, 'Drama',  28, 'Action',  80, 'Crime'"	562015	6.3	124	hi
Beware of Christians	" 99, 'Documentary'"	1142011	0	94	en
The Nanny Express	" 18, 'Drama',  10749, 'Romance',  10751, 'Family'"	122009	4.9	120	en
Greenery Will Bloom Again	" 10752, 'War'"	1162014	5.9	80	it
Tempo instabile con probabili schiarite	" 35, 'Comedy'"	422015	3.6		it
I Killed Napoleon	" 35, 'Comedy'"	3262015	5.2	90	it
Supervolcano	" 28, 'Action',  18, 'Drama',  53, 'Thriller'"	3132005	5.3	120	en
Anjaana Anjaani	" 35, 'Comedy',  18, 'Drama',  10402, 'Music',  10749, 'Romance'"	9242010	6.1	151	hi
Na Maloom Afraad	" 53, 'Thriller',  35, 'Comedy'"	1062014	6.2	137	ur
Live and let Live	" 99, 'Documentary'"	1132013	8.5	80	en
Me Before You	" 18, 'Drama',  10749, 'Romance'"	622016	7.6	110	en
Jarhead 3: The Siege	" 28, 'Action',  18, 'Drama',  10752, 'War'"	1202016	5.6	95	en
Land and Shade	" 18, 'Drama'"	5182015	7.2	97	es
SOMM: Into the Bottle	" 99, 'Documentary'"	1292016	7.8	120	en
The Treacherous	" 18, 'Drama',  36, 'History'"	5212015	6.1	133	ko
Touched with Fire	" 10749, 'Romance',  18, 'Drama'"	2122016	6.2	102	en
Space Cop	" 28, 'Action',  35, 'Comedy',  878, 'Science Fiction'"	1132016	3.7	102	en
The Cinema Snob Movie	" 35, 'Comedy'"	9272012	9	124	en
Being in the World	" 99, 'Documentary'"	12302009	5	81	en
Grease Live	" 10770, 'TV Movie',  10402, 'Music'"	1312016	7.4	180	en
The Image Revolution	" 99, 'Documentary'"	11212013	5.7	81	en
100% Love	" 35, 'Comedy',  18, 'Drama',  10749, 'Romance'"	562011	5.4	140	te
Leader	" 18, 'Drama',  10769, 'Foreign',  10749, 'Romance'"	2192010	5.1	172	te
Neither Heaven Nor Earth	" 18, 'Drama',  14, 'Fantasy',  10752, 'War'"	9302015	6.3	100	fr
Dunkirk	" 18, 'Drama',  10752, 'War'"	3201958	6.6	134	en
¡Asu Mare! 2	" 35, 'Comedy'"	492015	6.5	0	es
The Nightcomers	" 18, 'Drama',  27, 'Horror',  53, 'Thriller'"	111971	5.7	96	en
Just Before Nightfall	" 80, 'Crime',  18, 'Drama'"	3311971	6.6	100	fr
Pandemic	" 28, 'Action',  878, 'Science Fiction',  53, 'Thriller'"	2262016	4.3	91	en
Miles Ahead	" 18, 'Drama',  10402, 'Music'"	3202016	6.7	100	en
"Crouching Tiger, Hidden Dragon: Sword of Destiny"	" 28, 'Action',  12, 'Adventure',  18, 'Drama'"	2182016	6	103	en
Triple 9	" 28, 'Action',  53, 'Thriller'"	2192016	5.6	115	en
Gods of Egypt	" 14, 'Fantasy'"	2252016	5.2	127	en
Embrace of the Serpent	" 12, 'Adventure',  18, 'Drama'"	5252015	7.8	125	es
Neerja	" 18, 'Drama'"	2192016	7.4	122	hi
Race	" 28, 'Action',  18, 'Drama'"	2192016	7	134	en
Providence	" 18, 'Drama',  10749, 'Romance'"	2122016	0	79	en
Of Mind and Music	 " 'Null 	2122016	6.3	98	en
10 Cloverfield Lane	" 53, 'Thriller',  878, 'Science Fiction',  18, 'Drama'"	3102016	6.8	103	en
London Has Fallen	" 28, 'Action',  80, 'Crime',  53, 'Thriller'"	322016	5.8	99	en
Zootopia	" 16, 'Animation',  12, 'Adventure',  10751, 'Family',  35, 'Comedy'"	2112016	7.7	108	en
Whiskey Tango Foxtrot	" 10752, 'War',  35, 'Comedy'"	342016	6	112	en
Desierto	" 53, 'Thriller',  18, 'Drama'"	4122015	5.7	99	en
The Young Messiah	" 18, 'Drama'"	3102016	6.4	120	en
The Perfect Match	" 35, 'Comedy',  10749, 'Romance'"	3112016	5.2	96	en
Grimsby	" 28, 'Action',  35, 'Comedy'"	2242016	5.7	83	en
Swung	" 10749, 'Romance',  18, 'Drama'"	6192015	4.8	87	en
